"ensembl_gene_id","schizo_sft8_minSize30_cutHeight0.15","schizo_sft8_minSize30_cutHeight0.2","schizo_sft8_minSize30_cutHeight0.25","schizo_sft8_minSize50_cutHeight0.15","schizo_sft8_minSize50_cutHeight0.2","schizo_sft8_minSize50_cutHeight0.25","schizo_sft9_minSize30_cutHeight0.15","schizo_sft9_minSize30_cutHeight0.2","schizo_sft9_minSize30_cutHeight0.25","schizo_sft9_minSize50_cutHeight0.15","schizo_sft9_minSize50_cutHeight0.2","schizo_sft9_minSize50_cutHeight0.25","schizo_sft10_minSize30_cutHeight0.15","schizo_sft10_minSize30_cutHeight0.2","schizo_sft10_minSize30_cutHeight0.25","schizo_sft10_minSize50_cutHeight0.15","schizo_sft10_minSize50_cutHeight0.2","schizo_sft10_minSize50_cutHeight0.25","bipolar_sft8_minSize30_cutHeight0.15","bipolar_sft8_minSize30_cutHeight0.2","bipolar_sft8_minSize30_cutHeight0.25","bipolar_sft8_minSize50_cutHeight0.15","bipolar_sft8_minSize50_cutHeight0.2","bipolar_sft8_minSize50_cutHeight0.25","bipolar_sft9_minSize30_cutHeight0.15","bipolar_sft9_minSize30_cutHeight0.2","bipolar_sft9_minSize30_cutHeight0.25","bipolar_sft9_minSize50_cutHeight0.15","bipolar_sft9_minSize50_cutHeight0.2","bipolar_sft9_minSize50_cutHeight0.25","bipolar_sft12_minSize30_cutHeight0.15","bipolar_sft12_minSize30_cutHeight0.2","bipolar_sft12_minSize30_cutHeight0.25","bipolar_sft12_minSize50_cutHeight0.15","bipolar_sft12_minSize50_cutHeight0.2","bipolar_sft12_minSize50_cutHeight0.25","bipolar_sft14_minSize30_cutHeight0.15","bipolar_sft14_minSize30_cutHeight0.2","bipolar_sft14_minSize30_cutHeight0.25","bipolar_sft14_minSize50_cutHeight0.15","bipolar_sft14_minSize50_cutHeight0.2","bipolar_sft14_minSize50_cutHeight0.25","mdd_sft9_minSize30_cutHeight0.15","mdd_sft9_minSize30_cutHeight0.2","mdd_sft9_minSize30_cutHeight0.25","mdd_sft9_minSize50_cutHeight0.15","mdd_sft9_minSize50_cutHeight0.2","mdd_sft9_minSize50_cutHeight0.25","mdd_sft10_minSize30_cutHeight0.15","mdd_sft10_minSize30_cutHeight0.2","mdd_sft10_minSize30_cutHeight0.25","mdd_sft10_minSize50_cutHeight0.15","mdd_sft10_minSize50_cutHeight0.2","mdd_sft10_minSize50_cutHeight0.25","mdd_sft11_minSize30_cutHeight0.15","mdd_sft11_minSize30_cutHeight0.2","mdd_sft11_minSize30_cutHeight0.25","mdd_sft11_minSize50_cutHeight0.15","mdd_sft11_minSize50_cutHeight0.2","mdd_sft11_minSize50_cutHeight0.25","mdd_sft12_minSize30_cutHeight0.15","mdd_sft12_minSize30_cutHeight0.2","mdd_sft12_minSize30_cutHeight0.25","mdd_sft12_minSize50_cutHeight0.15","mdd_sft12_minSize50_cutHeight0.2","mdd_sft12_minSize50_cutHeight0.25"
"ENSG00000101327","19","15","15","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","14","12","9","8","7","6","13","10","9","11","8","8","7","7","6","6","5","5","12","10","8","5","4","3","0","0","0","0","0","0","12","11","9","9","9","7","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000271780","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","8","4","10","8","4","5","5","3","7","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000049192","1","1","1","1","1","1","9","9","9","8","8","8","9","8","7","6","6","5","14","12","9","2","2","2","13","10","9","11","8","8","1","1","1","0","0","0","0","0","0","0","0","0","15","6","6","7","6","6","6","6","5","10","7","6","14","6","6","11","6","5","7","5","5","0","0","0"
"ENSG00000177042","9","9","9","0","0","0","11","11","10","0","0","0","0","0","0","0","0","0","2","2","3","5","3","3","4","3","4","4","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000129566","4","3","3","4","3","3","4","2","2","4","4","4","1","2","3","3","3","2","8","10","4","6","4","4","3","1","1","5","1","1","20","4","1","2","2","1","3","1","1","4","2","1","11","6","6","7","6","6","6","6","5","10","7","6","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000141232","4","3","3","3","4","4","14","13","6","2","2","2","1","2","3","5","5","4","4","4","5","2","2","2","2","1","1","2","1","1","1","1","1","3","3","1","1","1","1","2","2","1","1","1","1","1","1","1","3","3","3","5","2","3","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000172671","13","3","3","7","3","3","15","2","2","4","4","4","1","2","3","3","3","2","3","3","2","2","2","2","29","17","6","2","1","1","8","1","1","4","3","1","1","1","1","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1"
"ENSG00000223768","1","1","1","1","1","1","3","3","3","3","3","3","4","4","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000136750","19","15","15","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","14","12","9","8","7","6","13","10","9","11","8","8","15","4","1","10","9","8","12","10","8","0","0","0","2","3","3","2","3","3","4","4","2","4","5","2","15","3","4","2","2","2","4","4","4","3","3","3"
"ENSG00000136754","17","13","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","7","6","7","5","5","10","6","5","9","5","5","5","6","4","0","0","0","8","7","3","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000136758","3","4","4","3","4","4","8","8","6","2","2","2","6","5","5","3","3","2","2","2","3","5","3","3","8","3","4","6","3","3","3","3","3","2","2","1","5","3","1","3","3","1","3","2","2","3","2","2","4","4","2","4","5","2","4","3","4","2","2","2","3","2","2","3","3","3"
"ENSG00000249087","14","5","5","10","5","5","6","5","7","6","6","6","0","0","0","0","0","0","15","7","6","7","5","5","10","6","5","9","5","5","5","6","4","0","0","0","8","7","3","0","0","0","11","6","6","7","6","6","6","6","5","8","7","6","10","6","6","8","6","5","7","5","5","6","6","5"
"ENSG00000116016","6","8","8","6","7","6","6","5","7","6","6","6","7","6","6","6","6","5","16","7","6","7","5","5","10","6","5","10","5","5","5","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000187244","6","8","8","6","7","6","9","9","9","8","8","8","9","8","7","6","6","5","4","4","5","3","2","2","2","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","4","4","1","1","1","7","7","4","7","8","4","13","11","10","0","0","0","0","0","0","0","0","0"
"ENSG00000276203","1","1","1","1","1","1","3","3","3","3","3","3","4","4","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","0","0","0","0","0","0","11","6","6","7","6","6","6","6","5","8","7","6","10","6","6","8","6","5","0","0","0","0","0","0"
"ENSG00000174099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","7","6","7","5","5","10","6","5","10","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000060138","12","5","5","8","5","5","6","5","7","6","6","6","7","6","6","0","0","0","16","7","6","7","5","5","10","6","5","10","5","5","5","6","4","0","0","0","8","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","11","10","0","0","0","0","0","0","0","0","0"
"ENSG00000122254","29","3","3","4","3","3","9","9","9","8","8","8","9","8","7","6","6","5","6","6","4","6","4","4","3","1","1","5","1","1","1","1","1","3","3","1","3","1","1","0","0","0","5","1","1","1","1","1","9","1","1","6","6","4","12","1","1","9","9","1","10","8","8","4","4","1"
"ENSG00000110756","1","1","1","1","1","1","1","1","1","1","1","1","11","10","4","4","4","3","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","3","3","3","11","2","3","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000134278","7","3","3","4","3","3","4","2","2","9","9","9","1","2","3","5","5","4","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","1","1","1","2","2","1","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000064726","7","3","3","4","3","3","4","2","2","4","4","4","1","2","3","3","3","2","5","2","3","3","2","2","2","1","1","2","1","1","1","1","1","2","2","1","1","1","1","2","2","1","3","2","2","3","2","2","4","4","2","4","5","2","2","2","2","2","2","2","4","4","4","3","3","3"
"ENSG00000069712","4","3","3","4","3","3","15","2","2","4","4","4","1","2","3","3","3","2","4","4","5","2","2","2","3","1","1","2","1","1","1","1","1","7","6","4","1","1","1","2","2","1","13","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000134186","1","1","1","1","1","1","5","4","5","5","5","5","3","3","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","3","3","2","3","3","3","3","3","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000134184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000037042","8","6","6","7","3","3","16","2","2","4","4","4","11","10","4","3","3","2","24","19","13","14","11","10","3","1","1","5","1","1","13","11","9","3","3","1","3","1","1","4","2","1","6","4","4","2","3","3","7","7","4","7","8","4","6","7","3","10","10","8","5","3","3","0","0","0"
"ENSG00000078487","1","1","1","1","1","1","5","4","5","5","5","5","4","4","1","8","8","6","1","1","1","4","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","5","4"
"ENSG00000260628","1","1","1","1","1","1","5","4","5","5","5","5","3","3","1","4","4","3","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","5","2","3","3","4","5","4","4","3","1","1","1","5","5","4"
"ENSG00000042753","2","2","2","2","2","2","1","1","1","1","1","1","5","1","2","2","2","1","18","15","3","2","2","2","24","3","4","2","1","1","1","1","1","2","2","1","9","3","1","3","3","1","3","2","2","6","2","5","4","4","2","4","5","2","4","3","4","2","2","2","3","2","2","3","3","3"
"ENSG00000105855","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","5","5","2","3","2","2","18","12","12","17","12","12","17","13","11","9","8","7","15","12","9","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000105854","2","2","2","1","1","1","1","1","1","1","1","1","3","3","1","2","2","1","7","9","1","4","1","1","6","4","3","1","2","2","17","13","11","9","8","7","15","12","9","1","1","2","1","1","1","1","1","1","13","12","10","1","1","1","11","10","9","1","1","1","1","1","1","1","1","1"
"ENSG00000111481","1","1","1","1","1","1","10","10","4","3","3","3","0","0","0","0","0","0","2","2","3","5","3","3","4","3","4","4","3","3","3","3","3","2","2","1","5","3","1","0","0","0","4","2","2","4","4","2","4","4","2","4","5","2","2","2","2","2","2","2","4","4","4","3","3","3"
"ENSG00000105856","1","1","1","1","1","1","1","1","1","5","5","5","2","1","2","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","9","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","5","2","3","3","4","5","4","4","3","1","1","1","1","1","1"
"ENSG00000105851","15","11","11","11","9","9","19","14","12","10","10","10","12","11","9","0","0","0","23","18","10","16","13","11","21","14","13","14","10","10","18","14","12","8","7","6","14","11","10","8","6","4","11","6","6","7","6","6","6","6","5","8","7","6","10","6","6","8","6","5","7","5","5","6","6","5"
"ENSG00000142252","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","18","15","3","9","6","3","8","3","4","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","2","3","3","2","3","3","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000012171","1","1","1","1","1","1","3","3","3","3","3","3","2","1","2","4","4","3","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000135587","10","10","10","9","8","8","24","16","14","9","9","9","10","9","8","5","5","4","9","11","7","8","7","6","7","7","6","8","7","7","1","1","1","6","5","5","7","6","6","2","2","1","1","1","1","1","1","1","12","11","9","5","2","3","9","9","8","7","8","7","12","9","9","7","7","6"
"ENSG00000084710","1","1","1","1","1","1","3","3","3","3","3","3","2","1","2","1","1","1","12","8","8","13","10","9","14","5","3","12","4","4","4","5","5","5","4","3","6","5","5","1","1","2","2","3","3","2","3","3","3","3","3","1","1","1","3","4","5","4","4","3","1","1","1","1","1","1"
"ENSG00000071082","3","4","4","3","4","4","14","13","6","2","2","2","6","5","5","4","4","3","13","13","11","9","6","3","15","11","10","3","6","6","14","12","10","0","0","0","6","5","5","0","0","0","17","11","11","3","2","2","4","4","2","2","3","2","8","8","7","6","7","6","3","2","2","0","0","0"
"ENSG00000180667","18","14","13","5","6","7","7","6","4","0","0","0","0","0","0","0","0","0","13","13","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","8","8","8","7","7","10","9","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000135632","1","1","1","1","1","1","2","1","1","3","3","3","0","0","0","0","0","0","6","6","4","6","4","4","9","4","3","3","6","6","4","5","5","0","0","0","6","5","5","0","0","0","5","1","1","10","9","1","9","1","1","10","7","6","12","1","1","9","9","1","10","8","8","4","4","1"
"ENSG00000135631","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","4","1","1","11","2","2","1","2","2","9","2","2","1","1","2","0","0","0","0","0","0","5","1","1","1","1","1","9","1","1","1","1","1","12","1","1","9","9","1","10","8","8","4","4","1"
"ENSG00000135636","1","1","1","1","1","1","5","4","5","5","5","5","2","1","2","4","4","3","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","5","2","3","3","4","5","4","4","3","1","1","1","1","1","1"
"ENSG00000135637","25","17","17","0","0","0","23","15","13","0","0","0","16","13","11","0","0","0","1","1","1","4","1","1","1","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000114503","3","4","4","3","4","4","14","13","6","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","7","7","3","2","2","8","8","6","2","3","2","4","3","4","5","5","4","8","6","6","0","0","0"
"ENSG00000184992","1","1","1","1","1","1","18","7","8","3","3","3","13","12","10","1","1","1","4","4","5","3","2","2","2","1","1","2","1","1","6","4","1","7","6","4","1","1","1","6","5","1","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000116670","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2","2","2","1","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000115677","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","19","13","14","11","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","8","8","8","7","7","10","9","7","11","2","3","8","8","7","6","7","6","9","7","7","0","0","0"
"ENSG00000261971","18","14","13","5","6","7","2","1","1","1","1","1","11","10","4","2","2","1","12","8","8","13","10","9","14","5","3","12","4","4","4","5","5","0","0","0","0","0","0","0","0","0","6","4","4","5","5","4","7","7","4","7","8","4","6","7","3","5","5","4","5","3","3","4","4","1"
"ENSG00000116852","26","18","13","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","12","8","8","13","10","9","14","5","3","12","4","4","10","8","7","5","4","3","4","4","4","0","0","0","6","4","4","5","5","4","7","7","4","7","8","4","6","7","3","10","10","8","5","3","3","4","4","1"
"ENSG00000105143","1","1","1","1","1","1","3","3","3","3","3","3","2","1","2","1","1","1","1","1","1","1","1","1","6","4","3","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","1","1","1","3","4","5","4","4","3","1","1","1","5","5","4"
"ENSG00000267632","3","4","4","3","4","4","14","13","6","2","2","2","6","5","5","0","0","0","2","2","3","9","6","3","8","3","4","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","7","4","4","7","6","6","5","5","4","8","7","6","5","5","3","8","6","5","11","3","3","6","6","5"
"ENSG00000142920","14","5","5","10","5","5","6","5","7","6","6","6","7","6","6","0","0","0","1","1","1","4","1","1","1","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000235944","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","4","4","3","12","8","8","10","8","4","14","5","3","12","4","4","10","8","7","5","4","3","4","4","4","0","0","0","2","3","3","2","3","3","3","3","3","1","1","1","3","4","5","4","4","3","1","1","1","4","4","1"
"ENSG00000164418","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","19","8","7","1","2","2","2","2","2","1","1","2","3","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000164414","12","5","5","8","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000100532","2","2","2","2","2","2","3","3","3","3","3","3","0","0","0","0","0","0","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","14","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000198937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","10","4","6","4","4","3","1","1","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000077454","3","4","4","3","4","4","18","7","8","2","2","2","3","3","1","1","1","1","5","5","2","3","2","2","19","8","7","2","1","1","1","1","1","2","2","1","1","1","1","3","3","1","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000077458","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","6","4","3","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000139292","1","1","1","1","1","1","5","4","5","5","5","5","3","3","1","7","7","6","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000021300","1","1","1","1","1","1","3","3","3","3","3","3","4","4","1","1","1","1","4","4","5","2","2","2","2","1","1","2","1","1","6","4","1","7","6","4","1","1","1","2","2","1","2","3","3","1","1","1","3","3","3","1","1","1","1","1","1","1","1","1","1","1","1","5","5","4"
"ENSG00000100399","2","2","2","2","2","2","5","4","5","5","5","5","3","3","1","2","2","1","1","1","1","4","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","5","2","3","3","4","5","4","4","3","1","1","1","5","5","4"
